Date,TAAG,NIBRS_Crime_Category
2020-07-04,Central Southwestern,MVTF
2020-07-04,Kiest Polk,MVTF
2020-07-04,,MVTF
2020-07-04,,MVTF
2020-07-04,Simpson Stuart Bonnieview,MVTF
2020-07-04,WalnutHill Jupiter,MVTF
2020-07-04,SpringValley Preston,MVTF
2020-07-04,StAugustine Bruton,MVTF
2020-07-04,,MVTF
2020-07-04,,DRUG
2020-07-04,,THEF
2020-07-04,JuliusSchepps Central,MVTF
2020-07-04,Central Southwestern,MVTF
2020-07-04,Simpson Stuart Bonnieview,MVTF
2020-07-04,,MVTF
2020-07-04,Coit Springvalley,MVTF
2020-07-04,JuliusSchepps Central,MVTF
2020-07-04,Forest Dennis,MVTF
2020-07-04,,MVTF
2020-07-04,,MVTF
2020-07-04,Loop12 JimMiller,MVTF
2020-07-04,,MVTF
2020-07-04,StAugustine Bruton,THEF
2020-07-04,Forest Dennis,MVTF
2020-07-04,,MVTF
2020-07-04,,MVTF
2020-07-04,,THEF
2020-07-04,,VAND
2020-07-04,,MVTF
2020-07-04,,OTHR
2020-07-04,WebbChapel Timberline,THEF
2020-07-04,,ROBB
2020-07-04,,VAND
2020-07-04,Loop12 JimMiller,OTHR
2020-07-04,Coit Springvalley,OTHR
2020-07-04,,THEF
2020-07-04,,VAND
2020-07-04,,VAND
2020-07-04,Ross Bennett,THEF
2020-07-04,,BURG
2020-07-04,,BURG
2020-07-04,Simpson Stuart Bonnieview,ROBB
2020-07-05,,OTHR
2020-07-05,,OTHR
2020-07-05,LakeJune Buckner,ALCH
2020-07-05,WebbChapel Timberline,FAMY
2020-07-05,StAugustine Bruton,DRUG
2020-07-05,Wycliff Lemmon,MVTF
2020-07-05,Forest Audelia,VAND
2020-07-05,John Carpenter Stemmons,MVTF
2020-07-05,Kiest Westmoreland,MVTF
2020-07-05,,OTHR
2020-07-05,,OTHR
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,OTHR
2020-07-05,LakeJune Buckner,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,OTHR
2020-07-05,,MVTF
2020-07-05,,OTHR
2020-07-05,Wycliff Lemmon,THEF
2020-07-05,,OTHR
2020-07-05,CampWisdom Chaucer,OTHR
2020-07-05,,OTHR
2020-07-05,,VAND
2020-07-05,LakeJune Buckner,MVTF
2020-07-05,,MVTF
2020-07-05,CampWisdom Westmoreland,OTHR
2020-07-05,,OTHR
2020-07-05,,VAND
2020-07-05,,ALCH
2020-07-05,,OTHR
2020-07-05,Buckner 30,OTHR
2020-07-05,LakeJune Buckner,OTHR
2020-07-05,Hatcher Scyene,OTHR
2020-07-05,,ASST
2020-07-05,,OTHR
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,LakeJune Buckner,MOTR
2020-07-05,,MVTF
2020-07-05,,OTHR
2020-07-05,StAugustine Bruton,ALCH
2020-07-05,,MVTF
2020-07-05,LakeJune Buckner,MVTF
2020-07-05,Central Southwestern,MVTF
2020-07-05,,MVTF
2020-07-05,Overton Illinois,MVTF
2020-07-05,Wycliff Lemmon,MVTF
2020-07-05,,MVTF
2020-07-05,SpringValley Preston,MVTF
2020-07-05,Overton Illinois,MVTF
2020-07-05,John Carpenter Stemmons,MVTF
2020-07-05,,MVTF
2020-07-05,Ross Bennett,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,ASST
2020-07-05,Central Southwestern,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,OTHR
2020-07-05,,MVTF
2020-07-05,LakeJune Buckner,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,,MVTF
2020-07-05,Kiest Westmoreland,MVTF
2020-07-05,Ross Bennett,MVTF
2020-07-05,SpringValley Preston,MVTF
2020-07-05,Monument GoodLatimer,THEF
2020-07-05,,THEF
2020-07-05,StAugustine Bruton,ASST
2020-07-05,,OTHR
2020-07-05,,THEF
2020-07-05,Coit Springvalley,OTHR
2020-07-05,,VAND
2020-07-05,Kiest Polk,OTHR
2020-07-05,Forest Audelia,ROBB
2020-07-05,,ASST
2020-07-05,Five Points,ROBB
2020-07-05,,ASST
2020-07-05,WebbChapel Timberline,OTHR
2020-07-05,,VAND
2020-07-05,LakeJune Buckner,ALCH
2020-07-06,,MVTF
2020-07-06,StAugustine Bruton,OTHR
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,,MVTF
2020-07-06,,ALCH
2020-07-06,,OTHR
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,,OTHR
2020-07-06,,OTHR
2020-07-06,WebbChapel Timberline,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,THEF
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,NWHwy WaltonWalker,MVTF
2020-07-06,Five Points,ROBB
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,,BURG
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,THEF
2020-07-06,,VAND
2020-07-06,JuliusSchepps Central,OTHR
2020-07-06,,OTHR
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,,MVTF
2020-07-06,Hatcher Scyene,OTHR
2020-07-06,,ASST
2020-07-06,,ANIM
2020-07-06,,OTHR
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,FtWorth Davis,MVTF
2020-07-06,,MVTF
2020-07-06,Five Points,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,Five Points,MVTF
2020-07-06,WebbChapel Timberline,MVTF
2020-07-06,NWHwy WaltonWalker,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,Coit Springvalley,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,FtWorth Davis,MVTF
2020-07-06,,MVTF
2020-07-06,NWHwy WaltonWalker,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,NWHwy WaltonWalker,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,NWHwy WaltonWalker,MVTF
2020-07-06,Coit Springvalley,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,Buckner 30,THEF
2020-07-06,,MVTF
2020-07-06,NWHwy WaltonWalker,MVTF
2020-07-06,,MVTF
2020-07-06,,MVTF
2020-07-06,FtWorth Davis,MVTF
2020-07-06,FtWorth Davis,MVTF
2020-07-06,,MVTF
2020-07-06,,OTHR
2020-07-06,Monument GoodLatimer,VAND
2020-07-06,,OTHR
2020-07-06,JohnWest Buckner,DRUG
2020-07-06,WebbChapel Timberline,VAND
2020-07-06,,THEF
2020-07-06,Monument GoodLatimer,THEF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,Ross Bennett,MVTF
2020-07-07,,OTHR
2020-07-07,,OTHR
2020-07-07,,MVTF
2020-07-07,,ALCH
2020-07-07,,OTHR
2020-07-07,McKinney Allen,OTHR
2020-07-07,,BURG
2020-07-07,,OTHR
2020-07-07,JohnWest Buckner,MVTF
2020-07-07,Overton Illinois,OTHR
2020-07-07,Ross Bennett,MVTF
2020-07-07,,MVTF
2020-07-07,Wycliff Lemmon,OTHR
2020-07-07,,OTHR
2020-07-07,,OTHR
2020-07-07,,OTHR
2020-07-07,,OTHR
2020-07-07,,OTHR
2020-07-07,,MVTF
2020-07-07,,OTHR
2020-07-07,,MVTF
2020-07-07,,OTHR
2020-07-07,Greenville LBJ,MVTF
2020-07-07,,OTHR
2020-07-07,,MVTF
2020-07-07,Loop12 JimMiller,OTHR
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,OTHR
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,Monument GoodLatimer,MVTF
2020-07-07,Monument GoodLatimer,MVTF
2020-07-07,,MVTF
2020-07-07,McKinney Allen,MVTF
2020-07-07,,MVTF
2020-07-07,Greenville LBJ,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,WalnutHill Jupiter,MVTF
2020-07-07,WalnutHill Jupiter,MVTF
2020-07-07,,MVTF
2020-07-07,Ross Bennett,MVTF
2020-07-07,,DRUG
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,JohnWest Buckner,MVTF
2020-07-07,WalnutHill Jupiter,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,McKinney Allen,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,WalnutHill Jupiter,MVTF
2020-07-07,,MVTF
2020-07-07,McKinney Allen,MVTF
2020-07-07,Ross Bennett,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,,MVTF
2020-07-07,McKinney Allen,MVTF
2020-07-07,,MVTF
2020-07-07,,THEF
2020-07-07,,THEF
2020-07-07,Monument GoodLatimer,THEF
2020-07-07,Monument GoodLatimer,VAND
2020-07-07,Jefferson Corridor,OTHR
2020-07-07,,OTHR
2020-07-07,Coit Springvalley,OTHR
2020-07-07,,VAND
2020-07-07,,THEF
2020-07-07,Loop12 JimMiller,THEF
2020-07-07,Monument GoodLatimer,VAND
2020-07-07,John Carpenter Stemmons,THEF
2020-07-07,NWHwy WaltonWalker,THEF
2020-07-07,,OTHR
2020-07-07,,THEF
2020-07-07,,OTHR
2020-07-07,,BURG
2020-07-07,,OTHR
2020-07-07,,OTHR
2020-07-08,JuliusSchepps Central,OTHR
2020-07-08,CampWisdom Chaucer,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,Hatcher Scyene,OTHR
2020-07-08,,MVTF
2020-07-08,WebbChapel Timberline,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,Loop12 JimMiller,OTHR
2020-07-08,,OTHR
2020-07-08,,VAND
2020-07-08,Jefferson Corridor,MVTF
2020-07-08,,MVTF
2020-07-08,StAugustine Bruton,ASST
2020-07-08,,OTHR
2020-07-08,,ALCH
2020-07-08,JohnWest Buckner,MVTF
2020-07-08,Jefferson Corridor,MVTF
2020-07-08,Hatcher Scyene,ALCH
2020-07-08,,MVTF
2020-07-08,,THEF
2020-07-08,JohnWest Buckner,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,FtWorth Davis,MVTF
2020-07-08,,MVTF
2020-07-08,,ROBB
2020-07-08,Forest Dennis,MVTF
2020-07-08,,THEF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,Greenville LBJ,MVTF
2020-07-08,WalnutHill Jupiter,MVTF
2020-07-08,,MVTF
2020-07-08,CampWisdom Westmoreland,OTHR
2020-07-08,,OTHR
2020-07-08,,MVTF
2020-07-08,CampWisdom Westmoreland,OTHR
2020-07-08,,OTHR
2020-07-08,,OTHR
2020-07-08,,MVTF
2020-07-08,CampWisdom Westmoreland,WCCR
2020-07-08,Jefferson Corridor,ALCH
2020-07-08,,MVTF
2020-07-08,,OTHR
2020-07-08,CampWisdom Chaucer,MVTF
2020-07-08,WebbChapel Timberline,THEF
2020-07-08,Wycliff Lemmon,MVTF
2020-07-08,,OTHR
2020-07-08,,OTHR
2020-07-08,,OTHR
2020-07-08,,MVTF
2020-07-08,,OTHR
2020-07-08,,OTHR
2020-07-08,StAugustine Bruton,WEAP
2020-07-08,,ASST
2020-07-08,StAugustine Bruton,OTHR
2020-07-08,,MVTF
2020-07-08,Loop12 JimMiller,DRUG
2020-07-08,Loop12 JimMiller,OTHR
2020-07-08,JuliusSchepps Central,OTHR
2020-07-08,FtWorth Davis,MVTF
2020-07-08,,ALCH
2020-07-08,FtWorth Davis,MVTF
2020-07-08,Wycliff Lemmon,MVTF
2020-07-08,,MOTR
2020-07-08,,MVTF
2020-07-08,WebbChapel Timberline,MVTF
2020-07-08,,MVTF
2020-07-08,,THEF
2020-07-08,Forest Dennis,MVTF
2020-07-08,,MVTF
2020-07-08,LakeJune Buckner,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,WebbChapel Timberline,MVTF
2020-07-08,,MVTF
2020-07-08,,MOTR
2020-07-08,FtWorth Davis,MVTF
2020-07-08,CampWisdom Chaucer,MVTF
2020-07-08,,MVTF
2020-07-08,LakeJune Buckner,MVTF
2020-07-08,,MVTF
2020-07-08,FtWorth Davis,MVTF
2020-07-08,Wycliff Lemmon,MVTF
2020-07-08,WebbChapel Timberline,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,Greenville LBJ,MVTF
2020-07-08,JohnWest Buckner,MVTF
2020-07-08,FtWorth Davis,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,,MVTF
2020-07-08,WebbChapel Timberline,MVTF
2020-07-08,,MVTF
2020-07-08,WebbChapel Timberline,MVTF
2020-07-08,,MVTF
2020-07-08,WalnutHill Jupiter,MVTF
2020-07-08,Wycliff Lemmon,MVTF
2020-07-08,,MVTF
2020-07-08,JohnWest Buckner,MVTF
2020-07-08,WalnutHill Jupiter,ASST
2020-07-08,,MVTF
2020-07-08,,OTHR
2020-07-08,,MVTF
2020-07-08,,THEF
2020-07-08,Five Points,THEF
2020-07-08,,OTHR
2020-07-08,McKinney Allen,OTHR
2020-07-08,Overton Illinois,TRSP
2020-07-08,,THEF
2020-07-08,,BURG
2020-07-08,Hatcher Scyene,OTHR
2020-07-08,StAugustine Bruton,VAND
2020-07-09,Central Southwestern,MVTF
2020-07-09,Ross Bennett,DRUG
2020-07-09,John Carpenter Stemmons,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,THEF
2020-07-09,,MVTF
2020-07-09,,MOTR
2020-07-09,,MVTF
2020-07-09,Coit Springvalley,MVTF
2020-07-09,,MVTF
2020-07-09,John Carpenter Stemmons,MVTF
2020-07-09,,MVTF
2020-07-09,JuliusSchepps Central,OTHR
2020-07-09,Hatcher Scyene,ALCH
2020-07-09,,MVTF
2020-07-09,,DRUG
2020-07-09,Loop12 JimMiller,OTHR
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,Five Points,MVTF
2020-07-09,,OTHR
2020-07-09,,OTHR
2020-07-09,FtWorth Davis,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,ALCH
2020-07-09,,OTHR
2020-07-09,,MVTF
2020-07-09,,OTHR
2020-07-09,,OTHR
2020-07-09,,MVTF
2020-07-09,,OTHR
2020-07-09,StAugustine Bruton,OTHR
2020-07-09,,ALCH
2020-07-09,Loop12 JimMiller,ALCH
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,John Carpenter Stemmons,MVTF
2020-07-09,FtWorth Davis,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,WebbChapel Timberline,MVTF
2020-07-09,Wycliff Lemmon,MVTF
2020-07-09,Coit Springvalley,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,Five Points,MVTF
2020-07-09,John Carpenter Stemmons,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,WalnutHill Jupiter,MVTF
2020-07-09,,ASST
2020-07-09,Coit Springvalley,MVTF
2020-07-09,,MVTF
2020-07-09,Coit Springvalley,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,Wycliff Lemmon,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,Ledbetter Sunnyvale,MVTF
2020-07-09,Wycliff Lemmon,MVTF
2020-07-09,,MVTF
2020-07-09,,MVTF
2020-07-09,Ledbetter Sunnyvale,MVTF
2020-07-09,Central Southwestern,MVTF
2020-07-09,,MVTF
2020-07-09,WebbChapel Timberline,MVTF
2020-07-09,,MVTF
2020-07-09,Wycliff Lemmon,MVTF
2020-07-09,Monument GoodLatimer,MVTF
2020-07-09,,MVTF
2020-07-09,Central Southwestern,MVTF
2020-07-09,,MVTF
2020-07-09,Ross Bennett,DRUG
2020-07-09,,MVTF
2020-07-09,WalnutHill Jupiter,MVTF
2020-07-09,Monument GoodLatimer,MVTF
2020-07-09,Central Southwestern,MVTF
2020-07-09,,MVTF
2020-07-09,,OTHR
2020-07-09,,THEF
2020-07-09,SpringValley Preston,OTHR
2020-07-09,,THEF
2020-07-09,WalnutHill Jupiter,ASST
2020-07-09,Jefferson Corridor,BURG
2020-07-09,McKinney Allen,ALCH
2020-07-09,,OTHR
2020-07-09,,BURG
2020-07-10,,OTHR
2020-07-10,Simpson Stuart Bonnieview,MVTF
2020-07-10,,OTHR
2020-07-10,LakeJune Buckner,MVTF
2020-07-10,CampWisdom Westmoreland,MVTF
2020-07-10,,ROBB
2020-07-10,,THEF
2020-07-10,,MVTF
2020-07-10,Buckner 30,OTHR
2020-07-10,,ALCH
2020-07-10,FtWorth Davis,MVTF
2020-07-10,,OTHR
2020-07-10,CampWisdom Westmoreland,ALCH
2020-07-10,Simpson Stuart Bonnieview,MVTF
2020-07-10,StAugustine Bruton,MVTF
2020-07-10,,OTHR
2020-07-10,,ALCH
2020-07-10,,WCCR
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,,OTHR
2020-07-10,,OTHR
2020-07-10,,THEF
2020-07-10,,WEAP
2020-07-10,,OTHR
2020-07-10,,ALCH
2020-07-10,McKinney Allen,THEF
2020-07-10,Buckner 30,OTHR
2020-07-10,,OTHR
2020-07-10,JuliusSchepps Central,OTHR
2020-07-10,,MVTF
2020-07-10,Hatcher Scyene,OTHR
2020-07-10,,OTHR
2020-07-10,,THEF
2020-07-10,Buckner 30,OTHR
2020-07-10,,DRUG
2020-07-10,,OTHR
2020-07-10,LakeJune Buckner,ALCH
2020-07-10,,OTHR
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,LakeJune Buckner,MVTF
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,JohnWest Buckner,MVTF
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,CampWisdom Westmoreland,MVTF
2020-07-10,,MVTF
2020-07-10,JohnWest Buckner,MVTF
2020-07-10,FtWorth Davis,MVTF
2020-07-10,Ross Bennett,MVTF
2020-07-10,,MVTF
2020-07-10,Ross Bennett,MVTF
2020-07-10,,MVTF
2020-07-10,Ross Bennett,MVTF
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,,MVTF
2020-07-10,Forest Audelia,MVTF
2020-07-10,LakeJune Buckner,MVTF
2020-07-10,Forest Audelia,MVTF
2020-07-10,,MVTF
2020-07-10,LakeJune Buckner,MVTF
2020-07-10,Forest Audelia,MVTF
2020-07-10,,MVTF
2020-07-10,StAugustine Bruton,MVTF
2020-07-10,Ross Bennett,MVTF
2020-07-10,,THEF
2020-07-10,,THEF
2020-07-10,NWHwy WaltonWalker,OTHR
2020-07-10,,OTHR
2020-07-10,CampWisdom Chaucer,OTHR
2020-07-10,,OTHR
2020-07-10,Wycliff Lemmon,MOTR
2020-07-11,LakeJune Buckner,OTHR
2020-07-11,,DRUG
2020-07-11,,ALCH
2020-07-11,FtWorth Davis,MVTF
2020-07-11,,MVTF
2020-07-11,Buckner 30,MVTF
2020-07-11,,OTHR
2020-07-11,Forest Dennis,MVTF
2020-07-11,,OTHR
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,ASST
2020-07-11,,MVTF
2020-07-11,,DRUG
2020-07-11,John Carpenter Stemmons,MVTF
2020-07-11,,DRUG
2020-07-11,,MVTF
2020-07-11,,OTHR
2020-07-11,,THEF
2020-07-11,John Carpenter Stemmons,MVTF
2020-07-11,,MVTF
2020-07-11,WalnutHill Jupiter,MVTF
2020-07-11,,ALCH
2020-07-11,,MVTF
2020-07-11,,ALCH
2020-07-11,,MVTF
2020-07-11,,ALCH
2020-07-11,Forest Audelia,MVTF
2020-07-11,,MVTF
2020-07-11,,MOTR
2020-07-11,Coit Springvalley,OTHR
2020-07-11,,OTHR
2020-07-11,,OTHR
2020-07-11,,OTHR
2020-07-11,Forest Audelia,MVTF
2020-07-11,Coit Springvalley,MVTF
2020-07-11,,ALCH
2020-07-11,Loop12 JimMiller,OTHR
2020-07-11,Loop12 JimMiller,ALCH
2020-07-11,,ALCH
2020-07-11,,ASST
2020-07-11,,ALCH
2020-07-11,LakeJune Buckner,OTHR
2020-07-11,,ALCH
2020-07-11,LakeJune Buckner,DRUG
2020-07-11,LakeJune Buckner,DRUG
2020-07-11,Hatcher Scyene,DRUG
2020-07-11,Hatcher Scyene,DRUG
2020-07-11,,DRUG
2020-07-11,Hatcher Scyene,ALCH
2020-07-11,,OTHR
2020-07-11,,DRUG
2020-07-11,LakeJune Buckner,ALCH
2020-07-11,,OTHR
2020-07-11,LakeJune Buckner,OTHR
2020-07-11,LakeJune Buckner,OTHR
2020-07-11,,OTHR
2020-07-11,,DRUG
2020-07-11,,MOTR
2020-07-11,,DRUG
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,DRUG
2020-07-11,,MVTF
2020-07-11,LakeJune Buckner,DRUG
2020-07-11,McKinney Allen,MVTF
2020-07-11,,MVTF
2020-07-11,Forest Audelia,MVTF
2020-07-11,Forest Dennis,MVTF
2020-07-11,,MVTF
2020-07-11,Coit Springvalley,MVTF
2020-07-11,FtWorth Davis,MVTF
2020-07-11,Buckner 30,MVTF
2020-07-11,WalnutHill Jupiter,MVTF
2020-07-11,Ross Bennett,THEF
2020-07-11,,MVTF
2020-07-11,WalnutHill Jupiter,MVTF
2020-07-11,Forest Audelia,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,McKinney Allen,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,,MVTF
2020-07-11,WalnutHill Jupiter,MVTF
2020-07-11,,DRUG
2020-07-11,,MVTF
2020-07-11,,THEF
2020-07-11,,VAND
2020-07-11,SpringValley Preston,VAND
2020-07-11,,VAND
2020-07-11,Monument GoodLatimer,THEF
2020-07-11,,THEF
2020-07-11,WalnutHill Jupiter,OTHR
2020-07-11,,ASST
2020-07-11,,THEF
2020-07-11,,THEF
2020-07-11,,OTHR
2020-07-11,JuliusSchepps Central,WEAP
2020-07-11,,OTHR
2020-07-11,,OTHR
2020-07-11,,OTHR
2020-07-12,,MVTF
2020-07-12,,THEF
2020-07-12,,OTHR
2020-07-12,,OTHR
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,OTHR
2020-07-12,,MVTF
2020-07-12,FtWorth Davis,OTHR
2020-07-12,Hatcher Scyene,OTHR
2020-07-12,,OTHR
2020-07-12,,OTHR
2020-07-12,,OTHR
2020-07-12,,OTHR
2020-07-12,,MVTF
2020-07-12,JuliusSchepps Central,ALCH
2020-07-12,,MVTF
2020-07-12,StAugustine Bruton,MVTF
2020-07-12,StAugustine Bruton,MVTF
2020-07-12,,ARSN
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,ALCH
2020-07-12,,MVTF
2020-07-12,FtWorth Davis,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,ALCH
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,OTHR
2020-07-12,,MVTF
2020-07-12,,OTHR
2020-07-12,,OTHR
2020-07-12,,OTHR
2020-07-12,,DRUG
2020-07-12,,MVTF
2020-07-12,Loop12 JimMiller,ALCH
2020-07-12,,OTHR
2020-07-12,,ANIM
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,StAugustine Bruton,MVTF
2020-07-12,Kiest Polk,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,FtWorth Davis,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,THEF
2020-07-12,,MVTF
2020-07-12,Forest Audelia,MVTF
2020-07-12,Forest Audelia,MVTF
2020-07-12,WalnutHill Jupiter,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,WalnutHill Jupiter,MVTF
2020-07-12,,MVTF
2020-07-12,StAugustine Bruton,MVTF
2020-07-12,,OTHR
2020-07-12,WalnutHill Jupiter,MVTF
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,WalnutHill Jupiter,MVTF
2020-07-12,,OTHR
2020-07-12,,MVTF
2020-07-12,Kiest Polk,MVTF
2020-07-12,,OTHR
2020-07-12,,MVTF
2020-07-12,,MVTF
2020-07-12,CampWisdom Chaucer,OTHR
2020-07-12,Buckner 30,OTHR
2020-07-12,McKinney Allen,THEF
2020-07-12,,THEF
2020-07-12,Five Points,TRSP
2020-07-12,,OTHR
2020-07-12,Forest Dennis,ASST
2020-07-12,,VAND
2020-07-12,,OTHR
2020-07-12,Five Points,ALCH
2020-07-12,Five Points,THEF
2020-07-13,,OTHR
2020-07-13,,OTHR
2020-07-13,,OTHR
2020-07-13,,OTHR
2020-07-13,,MVTF
2020-07-13,,OTHR
2020-07-13,FtWorth Davis,OTHR
2020-07-13,Buckner 30,MVTF
2020-07-13,,MVTF
2020-07-13,Forest Audelia,ROBB
2020-07-13,Buckner 30,MVTF
2020-07-13,,MVTF
2020-07-13,,OTHR
2020-07-13,StAugustine Bruton,OTHR
2020-07-13,Jefferson Corridor,MVTF
2020-07-13,CampWisdom Westmoreland,MVTF
2020-07-13,Buckner 30,OTHR
2020-07-13,,OTHR
2020-07-13,,MVTF
2020-07-13,,OTHR
2020-07-13,,MVTF
2020-07-13,,MVTF
2020-07-13,,OTHR
2020-07-13,NWHwy WaltonWalker,MVTF
2020-07-13,,OTHR
2020-07-13,,MVTF
2020-07-13,,OTHR
2020-07-13,Coit Springvalley,MVTF
2020-07-13,Jefferson Corridor,MVTF
2020-07-13,WebbChapel Timberline,MVTF
2020-07-13,,MVTF
2020-07-13,,MVTF
2020-07-13,,MVTF
2020-07-13,,MVTF
2020-07-13,,OTHR
2020-07-13,,WCCR
2020-07-13,,OTHR
2020-07-13,Ross Bennett,MVTF
2020-07-13,NWHwy WaltonWalker,MVTF
2020-07-13,,OTHR
2020-07-13,,OTHR
2020-07-13,John Carpenter Stemmons,MVTF
2020-07-13,,ANIM
2020-07-13,Hatcher Scyene,OTHR
2020-07-13,Buckner 30,OTHR
2020-07-13,,OTHR
2020-07-13,,OTHR
2020-07-13,Buckner 30,OTHR
2020-07-13,LakeJune Buckner,ALCH
2020-07-13,,MVTF
2020-07-13,,MVTF
2020-07-13,,MVTF
2020-07-13,Forest Dennis,MVTF
